KO.y,cluster,KO,Description,Category,Family,KO.y,Name,Pathway
ko01220,NVE13938,K00002,AKR1A1; alcohol dehydrogenase (NADP+) [EC:1.1.1.2],Metabolism,Overview,ko01220,"AKR1A1, adh, alcohol dehydrogenase (NADP+)",01220 Degradation of aromatic compounds
ko04142,NVE21887,K12316,GAA; lysosomal alpha-glucosidase [EC:3.2.1.20],Cellular Processes,Transport and catabolism,ko04142,"GAA, lysosomal alpha-glucosidase",04142 Lysosome
ko00230,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"GUCY1A, guanylate cyclase soluble subunit alpha",00230 Purine metabolism
ko04022,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"GUCY1A, guanylate cyclase soluble subunit alpha",04022 cGMP - PKG signaling pathway
ko04540,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Cellular Processes,Cellular community - eukaryotes,ko04540,"GUCY1A, guanylate cyclase soluble subunit alpha",04540 Gap junction
ko04611,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Organismal Systems,Immune system,ko04611,"GUCY1A, guanylate cyclase soluble subunit alpha",04611 Platelet activation
ko04921,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"GUCY1A, guanylate cyclase soluble subunit alpha",04921 Oxytocin signaling pathway
ko04924,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"GUCY1A, guanylate cyclase soluble subunit alpha",04924 Renin secretion
ko04270,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"GUCY1A, guanylate cyclase soluble subunit alpha",04270 Vascular smooth muscle contraction
ko04970,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Organismal Systems,Digestive system,ko04970,"GUCY1A, guanylate cyclase soluble subunit alpha",04970 Salivary secretion
ko04730,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Organismal Systems,Nervous system,ko04730,"GUCY1A, guanylate cyclase soluble subunit alpha",04730 Long-term depression
ko04713,NVE5425,K12318,GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2],Organismal Systems,Environmental adaptation,ko04713,"GUCY1A, guanylate cyclase soluble subunit alpha",04713 Circadian entrainment
ko00230,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"GUCY1B, guanylate cyclase soluble subunit beta",00230 Purine metabolism
ko04022,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"GUCY1B, guanylate cyclase soluble subunit beta",04022 cGMP - PKG signaling pathway
ko04540,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Cellular Processes,Cellular community - eukaryotes,ko04540,"GUCY1B, guanylate cyclase soluble subunit beta",04540 Gap junction
ko04611,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Immune system,ko04611,"GUCY1B, guanylate cyclase soluble subunit beta",04611 Platelet activation
ko04921,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"GUCY1B, guanylate cyclase soluble subunit beta",04921 Oxytocin signaling pathway
ko04924,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"GUCY1B, guanylate cyclase soluble subunit beta",04924 Renin secretion
ko04270,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"GUCY1B, guanylate cyclase soluble subunit beta",04270 Vascular smooth muscle contraction
ko04970,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Digestive system,ko04970,"GUCY1B, guanylate cyclase soluble subunit beta",04970 Salivary secretion
ko04730,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Nervous system,ko04730,"GUCY1B, guanylate cyclase soluble subunit beta",04730 Long-term depression
ko04713,NVE5424,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Environmental adaptation,ko04713,"GUCY1B, guanylate cyclase soluble subunit beta",04713 Circadian entrainment
ko00230,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"GUCY1B, guanylate cyclase soluble subunit beta",00230 Purine metabolism
ko04022,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"GUCY1B, guanylate cyclase soluble subunit beta",04022 cGMP - PKG signaling pathway
ko04540,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Cellular Processes,Cellular community - eukaryotes,ko04540,"GUCY1B, guanylate cyclase soluble subunit beta",04540 Gap junction
ko04611,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Immune system,ko04611,"GUCY1B, guanylate cyclase soluble subunit beta",04611 Platelet activation
ko04921,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"GUCY1B, guanylate cyclase soluble subunit beta",04921 Oxytocin signaling pathway
ko04924,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"GUCY1B, guanylate cyclase soluble subunit beta",04924 Renin secretion
ko04270,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"GUCY1B, guanylate cyclase soluble subunit beta",04270 Vascular smooth muscle contraction
ko04970,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Digestive system,ko04970,"GUCY1B, guanylate cyclase soluble subunit beta",04970 Salivary secretion
ko04730,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Nervous system,ko04730,"GUCY1B, guanylate cyclase soluble subunit beta",04730 Long-term depression
ko04713,NVE5426,K12319,GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2],Organismal Systems,Environmental adaptation,ko04713,"GUCY1B, guanylate cyclase soluble subunit beta",04713 Circadian entrainment
ko00230,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
ko04022,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04022 cGMP - PKG signaling pathway
ko04923,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04923,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04923 Regulation of lipolysis in adipocyte
ko04921,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04921 Oxytocin signaling pathway
ko04924,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04924 Renin secretion
ko04925,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04925,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04925 Aldosterone synthesis and secretion
ko04270,NVE14282,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04270 Vascular smooth muscle contraction
ko00230,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
ko04022,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04022 cGMP - PKG signaling pathway
ko04923,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04923,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04923 Regulation of lipolysis in adipocyte
ko04921,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04921 Oxytocin signaling pathway
ko04924,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04924 Renin secretion
ko04925,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04925,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04925 Aldosterone synthesis and secretion
ko04270,NVE12816,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04270 Vascular smooth muscle contraction
ko00230,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
ko04022,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04022 cGMP - PKG signaling pathway
ko04923,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04923,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04923 Regulation of lipolysis in adipocyte
ko04921,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04921 Oxytocin signaling pathway
ko04924,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04924 Renin secretion
ko04925,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04925,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04925 Aldosterone synthesis and secretion
ko04270,NVE11565,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04270 Vascular smooth muscle contraction
ko00230,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
ko04022,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04022 cGMP - PKG signaling pathway
ko04923,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04923,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04923 Regulation of lipolysis in adipocyte
ko04921,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04921 Oxytocin signaling pathway
ko04924,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04924 Renin secretion
ko04925,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04925,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04925 Aldosterone synthesis and secretion
ko04270,NVE6267,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04270 Vascular smooth muscle contraction
ko00230,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
ko04022,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04022 cGMP - PKG signaling pathway
ko04923,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04923,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04923 Regulation of lipolysis in adipocyte
ko04921,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04921 Oxytocin signaling pathway
ko04924,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04924 Renin secretion
ko04925,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04925,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04925 Aldosterone synthesis and secretion
ko04270,NVE6265,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04270 Vascular smooth muscle contraction
ko00230,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
ko04022,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04022 cGMP - PKG signaling pathway
ko04923,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04923,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04923 Regulation of lipolysis in adipocyte
ko04921,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04921 Oxytocin signaling pathway
ko04924,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04924 Renin secretion
ko04925,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04925,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04925 Aldosterone synthesis and secretion
ko04270,NVE6266,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04270 Vascular smooth muscle contraction
ko00230,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
ko04022,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04022,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04022 cGMP - PKG signaling pathway
ko04923,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04923,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04923 Regulation of lipolysis in adipocyte
ko04921,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04921,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04921 Oxytocin signaling pathway
ko04924,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04924,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04924 Renin secretion
ko04925,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Endocrine system,ko04925,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04925 Aldosterone synthesis and secretion
ko04270,NVE17792,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Organismal Systems,Circulatory system,ko04270,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04270 Vascular smooth muscle contraction
ko00230,NVE18105,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Metabolism,Nucleotide metabolism,ko00230,"ANPRA, NPR1, atrial natriuretic peptide receptor A",00230 Purine metabolism
ko04024,NVE18105,K12323,ANPRA; atrial natriuretic peptide receptor A [EC:4.6.1.2],Environmental Information Processing,Signal transduction,ko04024,"ANPRA, NPR1, atrial natriuretic peptide receptor A",04024 cAMP signaling pathway
