"Pathway","cluster","KO","Description","Category","Family","KO.y","Name"
"00053 Ascorbate and aldarate metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00053","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00620 Pyruvate metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00620","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00071 Fatty acid degradation","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Lipid metabolism","ko00071","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00561 Glycerolipid metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Lipid metabolism","ko00561","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00260 Glycine, serine and threonine metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00260","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00280 Valine, leucine and isoleucine degradation","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00280","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00300 Lysine biosynthesis","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00300","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00310 Lysine degradation","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00310","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00330 Arginine and proline metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00330","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00340 Histidine metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00340","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00380 Tryptophan metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00380","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00410 beta-Alanine metabolism","NVE1761","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Metabolism of other amino acids","ko00410","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"01230 Biosynthesis of amino acids","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Overview","ko01230","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00010 Glycolysis / Gluconeogenesis","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00010","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00053 Ascorbate and aldarate metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00053","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00620 Pyruvate metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00620","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00071 Fatty acid degradation","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Lipid metabolism","ko00071","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00561 Glycerolipid metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Lipid metabolism","ko00561","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00260 Glycine, serine and threonine metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00260","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00280 Valine, leucine and isoleucine degradation","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00280","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00300 Lysine biosynthesis","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00300","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00310 Lysine degradation","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00310","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00330 Arginine and proline metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00330","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00340 Histidine metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00340","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00380 Tryptophan metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00380","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00410 beta-Alanine metabolism","NVE15723","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Metabolism of other amino acids","ko00410","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"01230 Biosynthesis of amino acids","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Overview","ko01230","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00010 Glycolysis / Gluconeogenesis","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00010","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00053 Ascorbate and aldarate metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00053","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00620 Pyruvate metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Carbohydrate metabolism","ko00620","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00071 Fatty acid degradation","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Lipid metabolism","ko00071","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00561 Glycerolipid metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Lipid metabolism","ko00561","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00260 Glycine, serine and threonine metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00260","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00280 Valine, leucine and isoleucine degradation","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00280","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00300 Lysine biosynthesis","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00300","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00310 Lysine degradation","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00310","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00330 Arginine and proline metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00330","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00340 Histidine metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00340","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00380 Tryptophan metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Amino acid metabolism","ko00380","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00410 beta-Alanine metabolism","NVE15724","K14085","ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]","Metabolism","Metabolism of other amino acids","ko00410","ALDH7A1, aldehyde dehydrogenase family 7 member A1"
"00564 Glycerophospholipid metabolism","NVE5365","K14156","CHK; choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]","Metabolism","Lipid metabolism","ko00564","CHK, choline/ethanolamine kinase"
"00564 Glycerophospholipid metabolism","NVE19177","K14156","CHK; choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]","Metabolism","Lipid metabolism","ko00564","CHK, choline/ethanolamine kinase"
"00310 Lysine degradation","NVE12817","K14157","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","Metabolism","Amino acid metabolism","ko00310","AASS, alpha-aminoadipic semialdehyde synthase"
"00310 Lysine degradation","NVE2487","K14157","AASS; alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]","Metabolism","Amino acid metabolism","ko00310","AASS, alpha-aminoadipic semialdehyde synthase"
"00860 Porphyrin and chlorophyll metabolism","NVE18924","K14163","EPRS; bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15]","Metabolism","Metabolism of cofactors and vitamins","ko00860","EPRS, bifunctional glutamyl/prolyl-tRNA synthetase"
"00970 Aminoacyl-tRNA biosynthesis","NVE18924","K14163","EPRS; bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15]","Genetic Information Processing","Translation","ko00970","EPRS, bifunctional glutamyl/prolyl-tRNA synthetase"
"04122 Sulfur relay system","NVE5845","K14168","CTU1; cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]","Genetic Information Processing","Folding, sorting and degradation","ko04122","CTU1, NCS6, cytoplasmic tRNA 2-thiolation protein 1"
"04122 Sulfur relay system","NVE20758","K14169","CTU2; cytoplasmic tRNA 2-thiolation protein 2","Genetic Information Processing","Folding, sorting and degradation","ko04122","CTU2, NCS2, cytoplasmic tRNA 2-thiolation protein 2"
"04974 Protein digestion and absorption","NVE12347","K14206","SLC15A1; solute carrier family 15 (oligopeptide transporter), member 1","Organismal Systems","Digestive system","ko04974","SLC15A1, PEPT1, solute"
"04138 Autophagy - yeast","NVE21968","K14209","SLC36A; solute carrier family 36 (proton-coupled amino acid transporter)","Cellular Processes","Transport and catabolism","ko04138","SLC36A, PAT, solute carrier"
"04138 Autophagy - yeast","NVE5525","K14209","SLC36A; solute carrier family 36 (proton-coupled amino acid transporter)","Cellular Processes","Transport and catabolism","ko04138","SLC36A, PAT, solute carrier"
"04138 Autophagy - yeast","NVE5526","K14209","SLC36A; solute carrier family 36 (proton-coupled amino acid transporter)","Cellular Processes","Transport and catabolism","ko04138","SLC36A, PAT, solute carrier"
"04138 Autophagy - yeast","NVE23967","K14209","SLC36A; solute carrier family 36 (proton-coupled amino acid transporter)","Cellular Processes","Transport and catabolism","ko04138","SLC36A, PAT, solute carrier"
"04138 Autophagy - yeast","NVE8050","K14209","SLC36A; solute carrier family 36 (proton-coupled amino acid transporter)","Cellular Processes","Transport and catabolism","ko04138","SLC36A, PAT, solute carrier"
"04138 Autophagy - yeast","NVE5016","K14209","SLC36A; solute carrier family 36 (proton-coupled amino acid transporter)","Cellular Processes","Transport and catabolism","ko04138","SLC36A, PAT, solute carrier"
"04974 Protein digestion and absorption","NVE7346","K14210","SLC3A1; solute carrier family 3 (neutral and basic amino acid transporter), member 1","Organismal Systems","Digestive system","ko04974","SLC3A1, RBAT, solute carrier"
"04974 Protein digestion and absorption","NVE4561","K14210","SLC3A1; solute carrier family 3 (neutral and basic amino acid transporter), member 1","Organismal Systems","Digestive system","ko04974","SLC3A1, RBAT, solute carrier"
"03013 RNA transport","NVE20172","K14283","TACC3; transforming acidic coiled-coil-containing protein 3","Genetic Information Processing","Translation","ko03013","TACC3, maskin, transforming acidic coiled-coil-containing protein"
"03013 RNA transport","NVE929","K14284","NXF; nuclear RNA export factor","Genetic Information Processing","Translation","ko03013","NXF, TAP, MEX67, nuclear RNA export factor"
"03015 mRNA surveillance pathway","NVE929","K14284","NXF; nuclear RNA export factor","Genetic Information Processing","Translation","ko03015","NXF, TAP, MEX67, nuclear RNA"
"03008 Ribosome biogenesis in eukaryotes","NVE929","K14284","NXF; nuclear RNA export factor","Genetic Information Processing","Translation","ko03008","NXF, TAP, MEX67, nuclear RNA export"
"05168 Herpes simplex infection","NVE929","K14284","NXF; nuclear RNA export factor","Human Diseases","Infectious diseases","ko05168","NXF, TAP, MEX67, nuclear RNA export"
"00564 Glycerophospholipid metabolism","NVE23545","K14286","AGXT2L1; ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]","Metabolism","Lipid metabolism","ko00564","AGXT2L1, ETNPPL, ethanolamine-phosphate phospho-lyase"
"03013 RNA transport","NVE16135","K14288","XPOT; exportin-T","Genetic Information Processing","Translation","ko03013","XPOT, exportin-T"
"03013 RNA transport","NVE7225","K14289","XPO5; exportin-5","Genetic Information Processing","Translation","ko03013","XPO5, exportin-5"
"03013 RNA transport","NVE17089","K14290","XPO1; exportin-1","Genetic Information Processing","Translation","ko03013","XPO1, CRM1, exportin-1"
"03008 Ribosome biogenesis in eukaryotes","NVE17089","K14290","XPO1; exportin-1","Genetic Information Processing","Translation","ko03008","XPO1, CRM1, exportin-1"
"04013 MAPK signaling pathway - fly","NVE17089","K14290","XPO1; exportin-1","Environmental Information Processing","Signal transduction","ko04013","XPO1, CRM1, exportin-1"
"05166 HTLV-I infection","NVE17089","K14290","XPO1; exportin-1","Human Diseases","Infectious diseases","ko05166","XPO1, CRM1, exportin-1"
"03013 RNA transport","NVE701","K14292","TGS1; trimethylguanosine synthase [EC:2.1.1.-]","Genetic Information Processing","Translation","ko03013","TGS1, trimethylguanosine synthase"
"03013 RNA transport","NVE16879","K14293","KPNB1; importin subunit beta-1","Genetic Information Processing","Translation","ko03013","KPNB1, IPO1, importin"
"03013 RNA transport","NVE10199","K14295","NUP50; nuclear pore complex protein Nup50","Genetic Information Processing","Translation","ko03013","NUP50, NPAP60, nuclear"
"03013 RNA transport","NVE2954","K14296","NUP153; nuclear pore complex protein Nup153","Genetic Information Processing","Translation","ko03013","NUP153, nuclear pore"
"03013 RNA transport","NVE21981","K14297","NUP98; nuclear pore complex protein Nup98-Nup96","Genetic Information Processing","Translation","ko03013","NUP98, ADAR2, NUP116, nuclear pore complex protein Nup98-Nup96"
"03013 RNA transport","NVE21980","K14297","NUP98; nuclear pore complex protein Nup98-Nup96","Genetic Information Processing","Translation","ko03013","NUP98, ADAR2, NUP116, nuclear pore complex protein Nup98-Nup96"
"03013 RNA transport","NVE3094","K14298","RAE1; mRNA export factor","Genetic Information Processing","Translation","ko03013","RAE1, GLE2, mRNA export factor"
"03013 RNA transport","NVE15292","K14299","SEH1; nucleoporin SEH1","Genetic Information Processing","Translation","ko03013","SEH1, nucleoporin SEH1"
